age,monthly_income,employment_years,existing_loan_amount,loan_amount_requested,loan_tenure_months,credit_card_utilization,missed_payments_last_12m,utility_payment_score,mobile_recharge_consistency,employment_type,residence_type,defaulted
52,76949,7.2,192923,117350,36,73,6,56,50,unemployed,rented,1
30,73673,24.0,166308,232389,12,78,10,94,69,self_employed,owned,0
33,72475,9.4,120502,114547,84,58,6,75,29,salaried,family,0
36,54422,4.3,8407,120478,36,22,10,48,54,salaried,rented,0
34,113053,10.9,110985,340312,48,58,7,65,22,salaried,family,0
41,37624,15.9,72372,261605,24,40,4,23,98,salaried,owned,0
25,78020,7.6,103665,239003,84,44,2,68,26,salaried,owned,0
29,67756,5.5,148795,356475,72,87,6,98,62,salaried,rented,0
52,107824,11.0,68867,98591,60,82,0,23,47,unemployed,family,1
56,60385,0.1,46897,225386,72,13,3,54,56,unemployed,owned,1
51,36439,4.5,140494,169901,12,43,7,50,49,salaried,family,0
26,66993,17.2,76653,354223,48,24,5,31,34,salaried,rented,0
54,79152,14.7,83051,162017,24,22,0,57,21,salaried,owned,0
48,73695,2.4,50939,77141,120,52,8,26,27,salaried,rented,1
36,29242,7.8,152645,94201,72,16,1,52,49,salaried,rented,0
27,19937,12.1,143786,90693,120,63,1,25,98,self_employed,rented,1
40,34891,8.3,119050,77723,84,87,8,20,38,self_employed,family,1
36,112566,1.8,69016,143955,48,6,6,24,26,salaried,owned,1
48,61940,24.4,181241,225708,12,91,5,37,41,salaried,owned,1
30,21579,10.1,125933,69224,24,45,1,52,60,self_employed,rented,1
46,73628,22.3,53950,322266,36,21,2,37,55,salaried,family,0
58,35103,4.6,46163,74741,72,53,2,23,32,unemployed,rented,1
25,32925,19.0,67115,330066,60,31,3,93,32,salaried,rented,0
54,67654,23.9,30603,162552,36,36,9,52,62,self_employed,owned,0
29,46387,7.6,131228,259572,60,43,9,76,74,self_employed,owned,0
48,74282,4.8,45578,78578,72,36,6,78,80,self_employed,family,0
57,90108,15.9,94508,142980,96,34,5,71,31,salaried,owned,0
46,66618,20.4,147513,84779,60,67,6,40,67,self_employed,family,1
60,72598,10.4,27584,189775,96,52,3,51,71,self_employed,rented,0
49,119902,24.8,70987,256468,84,97,5,49,63,salaried,rented,0
47,34683,19.0,200768,352297,120,48,3,39,57,salaried,family,1
45,82730,23.1,39514,206138,24,48,7,30,40,self_employed,family,1
47,43757,18.6,143406,167757,72,39,3,56,72,salaried,rented,0
57,21425,10.3,26546,256200,120,23,4,92,80,salaried,owned,0
55,104150,1.9,25213,235852,48,91,8,30,32,salaried,rented,1
50,29584,0.7,6061,310625,48,65,2,68,27,salaried,owned,1
21,30506,6.8,160837,272094,96,75,0,91,37,salaried,owned,0
29,34054,24.5,104394,153001,60,61,6,43,61,self_employed,family,1
31,68934,21.1,77735,230602,84,31,3,96,33,salaried,rented,0
58,100655,22.5,2974,162843,84,78,4,84,30,unemployed,owned,1
45,112189,7.3,120629,96363,84,62,10,23,72,self_employed,rented,0
35,96653,2.8,27493,254278,24,26,5,93,23,salaried,rented,0
59,53665,18.3,8883,92626,48,33,3,54,54,salaried,family,0
51,104086,20.0,179739,193461,120,17,4,25,92,salaried,rented,0
24,27326,21.6,129400,364832,48,9,1,52,89,salaried,owned,0
58,103780,17.8,173779,93535,12,11,4,40,24,salaried,rented,0
47,33606,10.1,142682,67291,24,84,9,25,51,salaried,owned,1
33,51792,12.5,194699,222557,60,75,4,39,27,salaried,owned,1
51,92117,24.6,25209,304627,24,31,8,68,27,salaried,rented,0
26,82947,2.9,35450,101254,60,7,2,58,79,self_employed,owned,0
54,90829,20.1,23138,201691,24,20,2,88,78,self_employed,owned,0
52,109383,1.9,159271,161739,84,65,8,67,82,salaried,family,0
25,49305,13.9,20890,69665,96,43,9,34,68,salaried,rented,0
36,102071,3.8,91318,198876,12,14,3,30,62,salaried,owned,0
48,104755,4.6,17414,263133,120,37,5,63,41,unemployed,owned,0
40,27837,0.1,165936,240465,60,67,1,79,94,salaried,rented,1
54,65040,10.6,158468,198020,120,77,9,48,27,salaried,owned,1
42,74713,11.3,173908,260706,48,51,5,84,57,self_employed,family,0
26,77727,3.9,105960,119871,72,56,5,23,53,salaried,owned,0
23,28879,7.4,171418,193893,24,33,0,68,85,self_employed,family,0
37,23311,19.7,134204,283349,24,5,0,72,72,salaried,owned,0
27,81682,3.4,36888,54041,96,57,2,44,84,self_employed,owned,0
31,36350,5.7,144759,127638,36,27,8,39,56,salaried,owned,0
30,86945,4.8,158858,359883,60,9,0,54,31,salaried,rented,0
59,33181,5.7,204932,103361,24,36,5,23,60,salaried,family,0
30,39591,19.2,139096,360404,36,5,6,57,35,self_employed,family,1
52,90944,24.5,156970,293459,120,35,0,36,89,salaried,owned,0
27,99534,7.2,186723,222715,48,43,1,98,62,self_employed,owned,0
27,103955,6.6,123084,341331,84,63,4,36,90,salaried,owned,0
56,97985,5.6,101063,166398,72,68,8,23,49,salaried,rented,0
30,30759,5.5,173186,375354,96,37,3,71,96,salaried,owned,0
41,63151,22.9,205585,245077,60,94,0,89,55,salaried,family,1
47,97002,24.1,148488,75605,60,50,2,86,97,self_employed,rented,0
24,68922,8.3,120507,176139,48,62,4,67,76,self_employed,owned,0
49,72312,2.3,58371,269285,120,13,4,95,90,salaried,owned,0
53,54746,4.9,189500,258912,36,86,9,70,57,salaried,rented,0
32,60350,20.1,212753,54797,120,41,10,43,50,self_employed,family,1
40,85146,0.1,8364,193605,24,63,2,59,34,self_employed,owned,1
46,96689,2.7,140136,227228,72,63,4,94,23,salaried,family,0
45,19959,4.1,43133,243421,96,12,3,47,48,self_employed,rented,1
59,56157,9.0,58259,93288,72,86,8,37,87,salaried,owned,1
29,97311,10.9,48187,373609,24,61,2,32,82,salaried,owned,0
29,21465,7.6,106763,293275,120,27,1,65,50,salaried,family,0
34,80238,21.5,218683,52597,84,33,2,65,24,unemployed,owned,0
31,83550,1.1,139365,237848,12,28,2,25,73,salaried,rented,0
36,102277,6.1,97955,374531,48,67,9,82,30,salaried,owned,0
32,110895,14.5,89546,275594,24,53,2,43,63,salaried,rented,0
52,26387,12.9,96591,235544,60,5,7,94,38,salaried,owned,1
34,35919,18.6,21717,251887,96,64,8,29,56,salaried,owned,1
36,76187,0.3,194010,112007,60,50,3,98,33,self_employed,rented,0
48,73144,17.8,89124,80625,72,27,10,80,73,salaried,owned,0
56,29343,20.5,169870,218376,96,75,0,72,29,self_employed,rented,1
36,27076,16.9,102443,300851,120,92,7,23,69,self_employed,rented,1
42,50253,3.4,52015,304958,24,74,5,94,39,salaried,owned,0
54,112432,7.1,134382,242746,84,33,7,30,30,salaried,owned,0
22,23248,0.7,195679,178367,96,48,3,92,88,salaried,rented,1
25,45155,3.6,114649,230658,120,53,6,98,46,salaried,rented,0
37,31537,12.3,145160,155751,96,57,5,92,29,self_employed,owned,0
54,36279,1.0,25784,194069,12,54,5,40,74,salaried,owned,0
35,66339,1.6,37879,305774,36,40,5,64,48,unemployed,family,0
44,106164,9.8,196967,252324,96,57,4,87,76,salaried,rented,0
38,93727,7.2,96366,113079,12,44,6,37,60,salaried,owned,0
57,72893,8.2,139940,225008,24,23,10,26,73,self_employed,rented,0
52,41504,14.9,60664,217550,12,83,7,94,47,salaried,family,1
25,35169,14.4,78947,279159,72,5,2,38,45,salaried,rented,0
21,55601,22.8,129170,347395,96,22,5,34,86,salaried,rented,0
34,48169,16.2,138857,120230,24,42,7,91,38,self_employed,owned,0
30,108887,1.4,148736,191414,72,13,6,82,71,self_employed,rented,0
47,100593,5.5,36863,322745,84,30,0,34,28,unemployed,family,0
22,24423,22.3,188754,321577,60,69,4,36,69,self_employed,rented,1
34,44816,24.8,55709,271700,96,91,9,68,22,unemployed,rented,1
55,97331,10.1,189735,94980,48,53,0,62,52,salaried,owned,0
59,35443,0.6,97116,269837,60,77,0,34,44,salaried,rented,1
26,91914,23.3,98094,76171,12,14,1,62,57,salaried,rented,0
54,111768,17.3,185724,81464,120,11,3,87,85,salaried,rented,0
39,51460,16.0,16056,197768,12,39,3,28,64,salaried,family,0
34,61276,4.8,166279,104016,60,70,10,47,81,salaried,owned,0
33,23513,15.6,3151,104058,84,71,5,68,56,salaried,rented,1
56,52375,0.9,159435,69504,36,64,10,33,71,self_employed,rented,1
34,81403,17.5,114276,98973,24,51,8,69,74,unemployed,rented,0
26,92547,14.3,216688,252050,96,50,9,86,45,self_employed,owned,0
23,112295,8.0,7362,224503,120,31,5,44,52,salaried,rented,0
48,60880,11.0,39308,335963,72,36,5,50,51,salaried,rented,0
31,55000,4.0,104904,124462,24,64,7,62,91,salaried,rented,0
38,73747,10.7,127107,367064,48,5,3,20,39,self_employed,owned,0
50,41431,12.0,100728,275442,120,87,3,52,60,salaried,owned,0
24,39575,8.0,135753,244309,60,59,1,50,20,self_employed,rented,0
21,88145,22.9,123706,115568,12,86,7,48,91,self_employed,family,1
51,79491,11.4,195794,110793,24,69,4,37,60,salaried,rented,0
45,44007,0.0,157952,82232,12,61,1,38,29,salaried,owned,1
30,43357,7.4,76091,306303,48,91,0,64,81,self_employed,rented,0
51,30312,18.9,218685,273972,24,91,9,94,80,salaried,owned,1
43,119171,10.0,201763,288686,84,42,0,97,98,self_employed,owned,0
33,55692,19.5,4214,59156,72,24,2,56,37,unemployed,owned,0
33,78148,15.6,182074,145577,36,16,9,29,53,salaried,rented,1
22,65427,17.3,125367,177531,84,11,1,62,83,self_employed,rented,0
42,22868,18.6,25213,72993,24,55,2,73,21,salaried,owned,0
56,92949,17.9,175485,187182,96,48,9,78,91,self_employed,owned,0
53,83587,17.8,93888,307947,24,81,2,33,56,salaried,rented,0
37,68384,6.1,186353,314952,84,86,6,56,50,self_employed,owned,1
52,108790,3.5,172333,263735,84,51,2,86,38,salaried,rented,0
58,39816,24.7,130563,117389,60,5,0,24,38,salaried,owned,0
40,105364,18.7,207070,59158,72,16,9,23,91,self_employed,owned,0
52,33013,10.0,170839,156387,12,87,3,50,60,self_employed,family,1
45,96416,17.8,218262,155262,12,16,0,27,24,salaried,rented,0
36,26646,13.8,136587,109746,12,44,8,25,42,salaried,family,1
38,26450,8.4,157322,144220,12,84,3,26,53,self_employed,rented,1
26,49777,19.3,103260,139335,120,87,0,85,30,salaried,owned,0
54,26752,8.7,199500,349933,60,63,4,78,20,self_employed,family,1
26,22762,24.5,178488,337561,48,91,3,21,98,salaried,family,1
60,84039,7.3,36571,99631,120,79,1,59,37,self_employed,rented,0
47,114134,21.6,169774,65089,24,56,7,74,81,self_employed,owned,0
46,34418,16.5,142263,163636,84,35,6,89,87,self_employed,rented,0
46,119703,19.6,42327,291114,84,27,9,40,43,salaried,rented,0
53,19467,14.2,180299,152087,96,87,6,30,70,unemployed,owned,1
59,106601,22.3,140974,369394,12,64,4,94,94,salaried,owned,0
29,60396,8.5,124943,301800,96,24,6,61,97,self_employed,owned,0
33,91012,9.2,194524,329026,12,45,0,29,57,salaried,rented,0
45,61209,12.1,152754,148813,24,22,9,65,70,salaried,owned,0
26,102972,2.9,80837,325556,84,10,0,66,25,salaried,rented,0
59,110275,16.0,137062,284464,120,67,5,79,26,self_employed,rented,0
58,43713,0.5,26653,128604,72,86,0,28,84,salaried,rented,1
31,92923,18.9,6018,260501,72,24,2,40,49,self_employed,owned,0
28,101098,14.0,100779,138158,12,6,7,45,22,unemployed,family,1
45,103355,17.8,36409,186085,96,51,3,80,56,unemployed,rented,0
26,102148,19.1,79973,255011,72,57,10,83,52,salaried,owned,0
34,65433,16.1,66362,245390,48,37,5,28,55,salaried,rented,0
55,104856,20.6,92782,319543,48,90,4,84,45,self_employed,rented,0
43,103840,13.7,112449,133897,84,68,3,75,70,self_employed,rented,0
22,104900,20.3,123931,241322,120,65,0,85,97,salaried,owned,0
47,119115,20.1,147024,164527,60,43,3,75,96,self_employed,family,0
22,118028,18.1,80111,217314,12,51,0,96,42,salaried,owned,0
21,24702,11.4,73495,140290,48,77,0,79,77,salaried,rented,0
58,59252,6.7,206692,231067,12,35,8,23,28,salaried,owned,0
28,64445,1.0,34774,52550,60,48,0,43,91,salaried,owned,0
25,36254,22.7,156401,188843,48,33,7,62,44,salaried,rented,0
28,36643,6.0,92430,352044,12,40,2,71,65,salaried,rented,0
56,74902,21.0,99694,146038,72,19,0,87,66,salaried,rented,0
43,63686,7.3,21036,186075,84,10,9,30,94,salaried,owned,0
40,63091,20.7,81963,165301,96,94,0,73,37,salaried,rented,0
50,44187,6.2,65583,251993,24,22,1,60,80,salaried,rented,0
31,117752,10.6,26608,141121,84,8,8,52,87,salaried,family,0
46,38943,0.4,162905,81043,84,78,3,30,97,self_employed,owned,1
36,99063,14.9,19334,278498,96,12,4,62,24,self_employed,rented,0
55,36722,22.9,32779,269557,96,34,10,32,42,unemployed,owned,1
54,90883,13.3,10086,211782,120,49,1,57,39,salaried,owned,0
46,57030,9.2,178132,125892,120,27,3,33,51,salaried,rented,0
49,67623,11.7,158958,369623,24,19,5,57,95,salaried,owned,0
26,86332,21.3,53247,206843,48,60,9,67,48,self_employed,owned,0
31,105093,24.5,126827,303568,24,91,10,33,61,salaried,owned,1
50,97292,3.2,205064,228117,24,62,3,40,85,salaried,rented,0
26,115470,1.3,131968,306466,48,84,2,40,32,salaried,owned,1
25,60239,11.1,178099,291439,84,66,1,23,65,salaried,rented,0
21,75943,16.1,90769,361876,24,52,3,27,52,salaried,owned,0
32,18770,3.3,169397,247805,120,36,8,83,91,salaried,family,1
40,101617,8.7,14493,139181,72,69,6,77,70,salaried,rented,0
21,97244,19.5,206747,157854,60,57,10,78,64,salaried,owned,0
30,49469,19.7,142004,314759,24,10,1,51,90,self_employed,rented,0
41,31124,6.1,73614,246763,12,17,8,59,40,salaried,owned,0
56,40158,9.0,61878,141127,12,75,3,29,69,salaried,rented,0
35,72438,21.0,62274,331789,24,88,7,51,68,salaried,rented,0
40,102936,12.2,126390,146567,12,10,0,65,36,salaried,rented,0
24,80113,22.8,119734,109842,84,35,4,91,66,self_employed,owned,0
55,97515,8.0,47265,163608,96,5,8,67,30,self_employed,family,0
26,99555,6.6,168449,209348,72,38,5,73,97,salaried,rented,0
45,33058,15.0,118887,274283,96,15,3,76,77,self_employed,family,0
53,83598,10.4,37058,273166,48,79,5,71,33,salaried,owned,0
49,89290,5.5,6621,245168,72,68,3,78,32,salaried,family,0
39,24099,4.1,36645,163988,60,90,6,28,58,salaried,owned,1
52,73608,5.1,57255,50444,60,92,1,29,78,salaried,owned,0
27,67098,4.6,134049,168889,24,81,6,88,73,salaried,family,0
22,50801,9.7,98856,332406,84,80,8,81,22,salaried,rented,0
35,18391,0.7,141894,165285,96,92,9,49,71,self_employed,rented,1
43,93583,24.4,195774,126004,24,89,10,41,81,unemployed,owned,1
38,26442,1.1,69264,76151,84,92,2,94,32,salaried,rented,1
31,54800,12.0,135946,150967,12,16,8,34,77,self_employed,rented,0
24,80974,8.4,117492,325681,120,88,4,93,81,self_employed,rented,0
59,25455,7.9,35342,105813,96,20,1,55,89,self_employed,rented,0
43,85735,18.4,144937,374959,120,89,1,21,75,salaried,owned,0
41,71265,21.5,24828,263875,48,17,2,96,79,unemployed,owned,0
32,115628,21.7,108637,104188,84,81,4,97,72,salaried,family,0
26,93229,21.0,55380,325542,12,55,8,41,26,salaried,owned,0
52,28074,10.7,129434,232483,48,92,2,34,69,salaried,family,1
28,49729,1.9,160935,326238,72,39,9,24,25,salaried,rented,1
51,106153,4.1,93652,205112,72,71,5,84,48,salaried,rented,0
36,107139,14.9,153615,337393,24,24,7,55,47,salaried,owned,0
42,31872,10.9,71389,86563,36,46,8,28,52,self_employed,family,1
27,110171,24.8,185248,148497,84,9,1,89,70,salaried,rented,0
27,45251,18.1,145452,181957,72,34,1,60,69,salaried,owned,0
51,96356,10.0,173402,227038,12,88,9,74,59,salaried,rented,0
29,100527,6.9,191202,66835,120,83,9,42,33,salaried,rented,1
42,103308,23.6,24365,269433,84,70,1,28,46,salaried,rented,0
48,77352,0.7,181511,121347,24,66,10,48,57,unemployed,rented,1
29,103256,4.3,44757,191753,24,93,9,87,49,self_employed,owned,1
36,42225,18.3,113738,213929,60,6,1,89,32,self_employed,owned,0
39,117716,24.3,70975,131422,12,25,4,51,67,salaried,rented,0
43,109953,22.4,23818,111874,120,59,10,28,63,salaried,owned,0
57,55356,2.6,129759,234315,48,84,8,28,44,salaried,owned,1
29,57332,21.0,24468,376940,12,70,2,69,29,self_employed,family,0
33,59721,9.6,161612,190072,36,78,9,42,24,self_employed,owned,1
45,74725,14.6,110998,364545,36,26,9,64,49,salaried,owned,0
26,26575,15.6,142020,150597,12,84,3,59,36,salaried,rented,1
21,67616,10.6,46576,318638,48,39,6,44,45,self_employed,rented,0
35,49212,6.4,123899,244472,24,72,6,75,98,salaried,owned,0
44,55744,4.4,65297,344660,36,54,9,37,90,salaried,owned,0
42,20845,14.4,91067,135505,120,86,8,67,97,salaried,family,1
21,50602,14.2,211463,367220,84,41,5,46,61,salaried,family,0
42,23872,6.5,32663,338068,120,30,0,24,95,self_employed,owned,0
53,77680,5.3,72029,199318,84,90,6,86,75,salaried,rented,0
37,77897,0.4,183709,105832,96,94,10,22,75,salaried,owned,1
49,28752,2.0,198893,162665,120,38,7,33,63,salaried,family,1
41,18006,16.3,20073,334593,120,59,0,32,69,salaried,owned,0
32,44792,7.1,54391,242905,84,78,8,61,22,self_employed,family,1
22,102634,8.4,107206,264186,48,67,5,59,25,salaried,rented,0
32,91530,10.9,123634,331573,36,47,7,35,58,unemployed,family,1
36,88636,8.1,185001,307164,84,27,6,58,85,unemployed,owned,0
36,85803,16.2,150200,178185,84,76,0,69,45,salaried,owned,1
26,20848,19.2,200311,124083,96,75,9,68,96,salaried,family,1
34,18201,19.0,168480,314091,72,23,7,78,64,salaried,rented,1
34,68763,8.2,38451,77056,48,59,3,52,58,self_employed,owned,0
46,84672,19.5,98964,178243,48,18,8,29,39,salaried,owned,0
26,80492,17.9,194716,75069,96,33,1,77,58,salaried,owned,0
48,40683,16.9,35626,253488,48,55,7,88,60,self_employed,rented,0
56,97358,12.2,129996,188918,96,52,9,54,56,self_employed,family,0
42,36132,14.7,49875,283898,96,37,0,50,80,salaried,owned,0
22,52752,21.8,5905,301667,84,64,5,30,59,salaried,owned,0
25,59561,18.9,200941,158893,48,12,9,95,27,self_employed,rented,0
38,114793,0.8,107227,245350,84,50,8,39,50,self_employed,rented,1
54,61716,16.4,110799,241604,48,48,2,45,36,unemployed,rented,0
21,22825,6.5,7576,349169,24,13,0,51,59,salaried,rented,0
47,28196,2.0,180731,363447,120,77,9,71,60,unemployed,owned,1
41,83848,5.4,117393,195060,84,59,1,59,59,salaried,rented,0
47,84993,12.2,15,197148,96,98,9,72,71,self_employed,family,1
56,37301,17.7,4147,245488,36,52,6,63,96,salaried,owned,0
25,54205,18.0,183863,171986,48,5,2,93,43,salaried,family,0
41,54469,21.0,178365,176861,120,59,2,39,28,salaried,owned,0
26,87721,9.7,8449,211652,96,44,7,51,47,salaried,family,0
53,62509,4.2,119329,206883,60,21,0,44,61,salaried,owned,1
31,112634,5.6,132264,302104,48,50,1,88,72,salaried,family,0
51,57642,2.4,23638,156721,72,14,8,44,21,salaried,rented,1
47,119246,8.0,213572,91174,72,31,9,87,88,salaried,owned,0
56,96946,8.2,163215,374993,12,78,8,58,29,self_employed,family,1
45,61292,9.0,136007,107987,84,63,5,42,47,salaried,family,0
35,58769,13.3,149930,98077,120,96,0,27,45,unemployed,owned,1
45,42782,6.5,184438,368085,36,44,2,33,97,self_employed,rented,0
36,118024,21.2,154043,103270,36,13,8,60,39,salaried,owned,0
26,56760,18.1,23100,153096,48,15,5,65,66,salaried,owned,0
35,23110,4.7,211934,211119,60,6,7,76,88,salaried,rented,0
60,115045,10.2,160933,337849,60,89,5,60,78,salaried,family,0
40,60668,24.7,79580,112746,120,28,9,95,32,salaried,family,0
59,52983,8.5,14437,268615,60,92,1,33,22,salaried,owned,1
45,101979,9.5,161443,98907,12,12,8,36,40,self_employed,owned,1
46,88195,3.5,216066,313956,36,24,10,30,83,salaried,rented,0
45,99039,14.2,99997,126551,12,72,3,54,83,salaried,family,0
21,19457,8.6,60396,122955,72,68,2,36,90,self_employed,owned,1
30,21998,1.2,169184,292903,60,76,5,98,83,self_employed,owned,1
50,34003,3.6,91658,96332,60,47,2,25,62,self_employed,rented,0
22,110601,23.2,165610,320537,84,7,6,25,56,salaried,owned,0
32,52360,0.3,205304,238016,60,66,4,77,71,self_employed,rented,0
58,21053,6.4,21871,313547,120,47,6,70,53,salaried,owned,1
43,74546,20.1,57817,319915,120,67,8,85,85,salaried,family,0
60,99715,20.7,19416,158005,84,89,0,73,36,self_employed,owned,0
26,30804,20.0,50732,341510,84,6,4,81,95,salaried,rented,0
26,116784,14.4,4043,162364,120,7,3,62,35,self_employed,rented,0
54,94921,19.9,200617,219162,48,76,2,92,57,salaried,rented,0
37,78240,20.2,191647,75050,72,34,4,76,36,salaried,rented,0
47,80158,5.4,14757,345907,72,98,3,36,70,salaried,family,1
53,117501,12.9,213566,378618,120,57,5,68,39,salaried,owned,0
55,104972,4.6,41641,325532,36,96,8,20,34,salaried,owned,1
23,75250,22.5,134804,229751,84,73,4,74,82,self_employed,rented,0
60,70327,7.0,210163,339230,48,66,4,55,93,salaried,rented,0
26,48284,8.9,52603,92551,96,46,5,62,96,self_employed,family,0
52,53984,13.4,119892,194931,24,92,1,57,87,salaried,family,0
48,76164,8.1,31536,111769,96,59,4,62,48,salaried,owned,0
25,118598,9.0,168119,278500,60,19,9,71,76,salaried,rented,0
21,24530,14.1,54144,234005,120,28,0,34,70,self_employed,family,0
41,93445,11.9,167589,131387,36,40,2,36,87,salaried,rented,0
40,119226,16.6,43881,301447,84,57,8,26,92,self_employed,rented,0
24,28854,20.1,132684,67608,60,6,3,45,58,salaried,owned,0
35,75492,18.7,98232,326291,84,56,7,33,64,salaried,owned,0
43,50118,14.6,103009,71444,84,67,4,71,37,salaried,owned,0
34,69784,23.1,207961,206716,24,18,9,39,87,self_employed,owned,0
30,83707,9.1,11160,139502,24,50,5,47,91,salaried,owned,0
42,59946,13.7,23420,133212,84,28,6,53,47,unemployed,owned,0
53,52995,7.2,103658,51325,96,76,9,22,81,self_employed,owned,1
57,109352,14.2,26228,368321,120,13,7,81,67,salaried,owned,0
38,57182,2.4,80430,366677,36,48,3,32,74,self_employed,rented,0
36,85810,19.5,88170,349035,96,39,7,76,75,salaried,rented,0
23,81099,0.5,85496,208855,60,88,3,59,48,unemployed,rented,1
52,31349,8.4,107617,345529,36,23,0,94,54,self_employed,family,0
46,108955,6.0,29505,231285,48,51,9,79,79,salaried,owned,0
28,61650,16.1,121200,288474,48,41,9,53,50,self_employed,family,0
55,81406,3.3,92378,241513,96,69,5,71,52,salaried,owned,0
52,58503,2.4,139976,222385,72,64,3,60,39,salaried,owned,0
44,63812,13.8,218625,355173,72,67,9,58,82,salaried,rented,0
46,23807,3.9,139173,187621,24,29,6,41,50,salaried,rented,1
40,76201,0.0,4782,293801,24,37,6,95,76,self_employed,owned,0
52,105744,14.7,188839,178742,60,20,8,64,60,salaried,family,0
34,83446,23.5,97743,260985,12,20,7,23,44,salaried,owned,1
